Car_ID,Car_Name,Year,Engine_HP,Buying_Price_Lakh,Maintenance_Cost,Safety_Rating,Mileage,Class,Modern_Technologies
972,Honda Brio S,2016,Weak,5.2,Low,Medium,High,Good,Bluetooth|Steering Controls
973,Honda Brio V,2017,Weak,6.0,Low,Medium,High,Recommended,Bluetooth|Alloy Wheels
974,Honda Brio VX AT,2018,Weak,7.0,Low,Medium,High,Recommended,Touchscreen|Automatic Transmission
975,Toyota Fortuner 4x2 MT,2022,Moderate,33.0,Medium,High,Medium,Good,Touchscreen|Camera|Connected Tech
976,Toyota Fortuner 4x2 AT,2023,Moderate,36.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Automatic Transmission
977,Toyota Fortuner 4x4 MT,2023,Moderate,39.0,Medium,High,Medium,Recommended,Touchscreen|Camera|4WD
978,Toyota Fortuner 4x4 AT,2024,Moderate,42.5,Medium,High,Medium,Recommended,Touchscreen|Camera|4WD|Automatic Transmission
979,Toyota Fortuner Legender 4x2,2024,Moderate,44.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Wireless Charging|Kick Sensor
980,Toyota Innova G,2015,Moderate,12.0,Medium,Medium,Medium,Poor,Air Conditioning|Power Windows
981,Toyota Innova V,2016,Moderate,14.5,Medium,Medium,Medium,Good,Bluetooth|Alloy Wheels
982,Toyota Innova Z,2016,Moderate,16.0,Medium,Medium,Medium,Recommended,Touchscreen|Camera|Leather Seats
983,Toyota Innova Crysta G,2022,Moderate,18.5,Medium,High,Medium,Good,Touchscreen|Connectivity
984,Toyota Innova Crysta V,2023,Moderate,21.5,Medium,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps
985,Toyota Innova Crysta Z,2023,Moderate,24.5,Medium,High,Medium,Recommended,Touchscreen|Camera|7 Airbags
986,Toyota Innova Hycross G,2024,Moderate,20.0,Medium,Low,Medium,Good,Touchscreen|LED Headlamps
987,Toyota Innova Hycross V Hybrid,2024,Moderate,26.5,Medium,Low,Medium,Recommended,Touchscreen|Camera|Strong Hybrid
988,Toyota Innova Hycross Z Hybrid,2024,Moderate,30.5,Medium,Low,Medium,Recommended,Touchscreen|Camera|ADAS|Panoramic Sunroof
989,Toyota Glanza G,2023,Weak,8.5,Low,Low,High,Good,Touchscreen|Camera|LED Headlamps
990,Toyota Glanza V AMT,2024,Weak,10.0,Low,Low,High,Recommended,Touchscreen|Camera|HUD|360 Camera
991,Toyota Glanza S,2022,Weak,7.5,Low,Low,High,Poor,Touchscreen|Steering Controls
992,Toyota Urban Cruiser Mid,2022,Moderate,9.5,Low,High,Medium,Good,Touchscreen|LED Headlamps
993,Toyota Urban Cruiser High,2022,Moderate,10.5,Low,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
994,Toyota Urban Cruiser Premium AT,2023,Moderate,12.0,Low,High,Medium,Recommended,Touchscreen|Camera|Cruise Control|Automatic Transmission
995,Toyota Yaris J,2019,Moderate,9.0,Low,High,Medium,Poor,Air Conditioning|7 Airbags
996,Toyota Yaris G,2020,Moderate,10.5,Low,High,Medium,Good,Bluetooth|Projector Headlamps
997,Toyota Yaris V,2021,Moderate,11.8,Low,High,Medium,Recommended,Touchscreen|Camera|Disc Brakes
998,Toyota Yaris VX CVT,2022,Moderate,14.5,Low,High,Medium,Recommended,Touchscreen|Camera|Leather Seats|Automatic Transmission
999,Toyota Camry Hybrid 2.5,2024,Moderate,47.0,Medium,High,High,Recommended,Touchscreen|Camera|ADAS|Hybrid System
1000,Toyota Corolla Altis G,2018,Moderate,14.0,Medium,High,Medium,Good,Touchscreen|Camera|LED Headlamps
1001,Toyota Corolla Altis VL CVT,2020,Moderate,17.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Power Seats
1002,Toyota Etios G,2016,Weak,6.0,Low,High,High,Poor,Air Conditioning|Dual Airbags
1003,Toyota Etios V,2018,Weak,7.5,Low,High,High,Good,Bluetooth|Alloy Wheels
1004,Toyota Etios VX,2020,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Steering Controls
1005,Ford EcoSport Ambiente,2020,Moderate,8.5,Low,High,Medium,Poor,Air Conditioning|Bluetooth
1006,Ford EcoSport Trend,2021,Moderate,9.5,Low,High,Medium,Good,Touchscreen|Steering Controls
1007,Ford EcoSport Titanium,2021,Moderate,10.8,Low,High,Medium,Recommended,Touchscreen|Camera|Alloy Wheels
1008,Ford EcoSport Titanium+ AT,2022,Moderate,12.5,Low,High,Medium,Recommended,Touchscreen|Camera|SYNC 3|Sunroof|Automatic Transmission
1009,Ford Endeavour Trend,2018,Moderate,28.0,Medium,High,Medium,Good,Touchscreen|Camera|Alloy Wheels
1010,Ford Endeavour Titanium,2020,Moderate,33.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Terrain Management
1011,Ford Endeavour Titanium+ 4x4,2021,Moderate,38.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Panoramic Sunroof|4WD
1012,Ford Figo Ambiente,2019,Weak,5.5,Low,High,High,Poor,Air Conditioning|Dual Airbags
1013,Ford Figo Trend,2020,Weak,6.5,Low,High,High,Good,Bluetooth|Steering Controls
1014,Ford Figo Titanium,2021,Weak,7.5,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
1015,Ford Figo Titanium+ AT,2021,Weak,8.8,Low,High,High,Recommended,Touchscreen|Camera|6 Airbags|Automatic Transmission
1016,Ford Aspire Ambiente,2019,Weak,6.2,Low,High,High,Poor,Air Conditioning|Dual Airbags
1017,Ford Aspire Trend,2020,Weak,7.2,Low,High,High,Good,Bluetooth|Steering Controls
1018,Ford Aspire Titanium,2021,Weak,8.2,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
1019,Ford Aspire Titanium+ Diesel,2021,Weak,9.5,Low,High,High,Recommended,Touchscreen|Camera|6 Airbags|Diesel Engine
1020,Ford Freestyle Ambiente,2019,Weak,6.5,Low,High,High,Poor,Air Conditioning|ARP
1021,Ford Freestyle Trend,2020,Weak,7.5,Low,High,High,Good,Bluetooth|Steering Controls|ARP
1022,Ford Freestyle Titanium,2021,Weak,8.5,Low,High,High,Recommended,Touchscreen|Camera|Alloy Wheels
1023,Ford Freestyle Titanium+ Diesel,2021,Weak,9.8,Low,High,High,Recommended,Touchscreen|Camera|6 Airbags|Diesel Engine
1024,Ford Mustang V8 GT Fastback,2020,Strong,85.0,High,High,Low,Good,Touchscreen|Camera|Line Lock|Track Apps
1025,Volkswagen Polo Trendline,2019,Moderate,6.5,Low,High,Medium,Poor,Air Conditioning|Dual Airbags
1026,Volkswagen Polo Comfortline,2020,Moderate,7.8,Low,High,Medium,Good,Bluetooth|Alloy Wheels
1027,Volkswagen Polo Highline,2021,Moderate,9.2,Low,High,Medium,Recommended,Touchscreen|Camera|Cornering Lamps
1028,Volkswagen Polo Highline Plus AT,2022,Moderate,10.8,Low,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps|Automatic Transmission
1029,Volkswagen Vento Trendline,2018,Moderate,9.0,Low,High,Medium,Poor,Air Conditioning|Dual Airbags
1030,Volkswagen Vento Comfortline,2019,Moderate,10.5,Low,High,Medium,Good,Bluetooth|Alloy Wheels
1031,Volkswagen Vento Highline,2021,Moderate,12.2,Low,High,Medium,Recommended,Touchscreen|Camera|Cornering Lamps
1032,Volkswagen Vento Highline Plus DSG,2022,Moderate,14.5,Low,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps|DSG
1033,Volkswagen Taigun Comfortline,2023,Moderate,12.0,Medium,High,Medium,Good,Touchscreen|LED Taillights
1034,Volkswagen Taigun Highline,2024,Moderate,14.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Wireless Charging
1035,Volkswagen Taigun Topline,2024,Moderate,16.8,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Cluster|Ventilated Seats
1036,Volkswagen Taigun GT DSG,2024,Moderate,19.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Cluster|DSG
1037,Skoda Kushaq Active,2023,Moderate,12.0,Medium,High,Medium,Good,Touchscreen|LED Taillights
1038,Skoda Kushaq Ambition,2024,Moderate,14.5,Medium,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps
1039,Skoda Kushaq Style AT,2024,Moderate,18.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Ventilated Seats|Automatic Transmission
1040,Skoda Slavia Active,2023,Moderate,11.5,Medium,High,Medium,Good,Touchscreen|LED Taillights
1041,Skoda Slavia Ambition,2024,Moderate,14.0,Medium,High,Medium,Recommended,Touchscreen|Camera|LED Headlamps
1042,Skoda Slavia Style DSG,2024,Moderate,19.8,Medium,High,Medium,Recommended,Touchscreen|Camera|Digital Cluster|DSG
1043,Skoda Octavia Style,2022,Moderate,28.0,Medium,High,Medium,Good,Touchscreen|Camera|Virtual Cockpit
1044,Skoda Octavia L&K,2023,Moderate,33.0,Medium,High,Medium,Recommended,Touchscreen|Camera|Canton Audio|Matrix LED
1045,Skoda Superb Sportline,2023,Moderate,36.5,Medium,High,Medium,Recommended,Touchscreen|Camera|Virtual Cockpit|Sport Seats
1046,Renault Kwid RXE,2022,Weak,4.8,Low,Low,High,Poor,Air Conditioning|Digital Cluster
1047,Renault Kwid RXL,2023,Weak,5.5,Low,Low,High,Good,Bluetooth|Power Windows
1048,Renault Kwid RXT,2024,Weak,6.2,Low,Low,High,Recommended,Touchscreen|Camera|Voice Recognition
1049,Renault Triber RXE,2022,Weak,6.5,Low,Low,High,Poor,Air Conditioning|Projector Headlamps
1050,Renault Triber RXL,2023,Weak,7.5,Low,Low,High,Good,Bluetooth|Rear AC Vents
